fold_change	p_value
206831_s_at	-0.14207508252831	1
206832_s_at	0.867487433215899	1.21005053315044e-07
206833_s_at	0.119825040958076	1
206834_at	-0.0189649203626461	1
206835_at	-0.133158265063043	0.0322647007027666
206836_at	2.66250814612599	2.42235134603644e-09
206837_at	-0.485548360941199	0.020452702805933
206838_at	0.462839074209663	4.95647178711415e-09
206839_at	-0.12812279303251	1
206840_at	-3.75310919900185	1.52646279965506e-14
206841_at	-0.0703871650125136	1
206842_at	0.125964554375397	1
206843_at	0.00917240116256357	1
206844_at	-0.214585415302502	0.0509908560033764
206845_s_at	0.125172566303196	1
206846_s_at	-0.725078965630221	6.19536138535146e-08
206847_s_at	-0.690469200553277	2.67519264370186e-05
206848_at	-0.255751874721646	1
206849_at	-0.0549211451375093	1
206850_at	0.0531869612361158	1
206851_at	0.0893248097212842	1
206852_at	0.361503480566498	1
206853_s_at	0.195587146071188	1
206854_s_at	0.364780839254999	1.53744257693676e-05
206855_s_at	0.242152596037093	1
206856_at	0.51367069377268	0.13621034458571
206857_s_at	-0.456333013504202	1
206858_s_at	-0.0889351133353191	1
206859_s_at	0.41980440640595	1
206860_s_at	0.627709579008639	3.26143698677071e-07
206861_s_at	-0.318649064119261	0.00119441733627064
206862_at	-0.092250725761124	1
206863_x_at	-0.318631807716214	0.00309714971508032
206864_s_at	0.016133030529963	1
206865_at	-0.0631030219108588	1
206866_at	1.11952950638001	0.000132477143000586
206867_at	-0.052955026825082	1
206868_at	-0.417464120911773	6.11331274915167e-05
206869_at	-0.0675986774331925	1
206870_at	-0.646241685641339	8.09335305262137e-08
206871_at	-0.0275416087943818	1
206872_at	-2.03933705435147	1.59432184045538e-09
206873_at	-0.207972446721091	0.0100655684874211
206874_s_at	-0.189500333526723	1
206875_s_at	0.0591645655980919	1
206876_at	-1.75960749095427	2.54276272908576e-12
206877_at	0.0353845744891479	1
206878_at	-2.69017810989129	6.35469225150971e-13
206879_s_at	-0.0374849857135748	1
206880_at	-0.104480142269226	1
206881_s_at	0.123043673186143	1
206882_at	-0.293672612560147	4.75249411068829e-05
206883_x_at	-0.0830930250499655	1
206884_s_at	-0.000583838467003606	1
206885_x_at	0.0173012542814526	1
206886_x_at	0.0300235522517358	1
206887_at	0.0336445522870319	1
206888_s_at	-0.0458347641991868	1
206889_at	-0.31205286382097	0.00264526918758984
206890_at	0.11359407160785	1
206891_at	-0.00378850632361605	1
206892_at	-0.209100069339102	1
206893_at	-0.458944526223673	0.16696744459797
206894_at	-0.217688312520425	1
206895_at	-0.0506407552499244	1
206896_s_at	-0.401969543796352	1.18274371197455e-05
206897_at	-0.0176515235533268	1
206898_at	-0.250901985309335	1
206899_at	-0.157284078760971	1
206900_x_at	-0.051920940309981	1
206901_at	-0.251384464396092	8.44231700686146e-06
206902_s_at	0.0474328944966262	1
206903_at	-0.0721846294311179	1
206904_at	-0.152478482180742	1
206905_s_at	0.127491967152286	1
206906_at	-0.212167249940965	1
206907_at	0.938645752430293	1.53436138141585e-11
206908_s_at	-0.113456798762535	1
206909_at	0.013791823047951	1
206910_x_at	0.249806216766125	1
206911_at	-0.059849156773506	1
206912_at	0.0378286206622591	1
206913_at	-0.192578598048097	1
206914_at	1.49731210036263	2.04906744677419e-10
206915_at	0.141344568751254	1
206916_x_at	-0.165213824653121	0.0183341275567898
206917_at	0.36602148502475	0.0526727341628173
206918_s_at	0.21623723586162	1
206919_at	-0.116272835616574	1
206920_s_at	0.0762792042305804	1
206921_at	0.0567509598799472	1
206922_at	-0.299816647547578	0.000174105103496684
206923_at	-0.290261459412001	0.000415423661251166
206924_at	-0.0764863720506272	1
206925_at	1.18821545829958	3.98763733151436e-11
206926_s_at	-0.37411588794259	3.85920599944179e-06
206927_s_at	0.0900525173958169	1
206928_at	0.0245954590241162	1
206929_s_at	-0.020735868899691	1
206930_at	-1.8628365262148	5.67412870051077e-09
206931_at	0.122437732800794	1
206932_at	-0.137104884093406	1
206933_s_at	0.030555291635638	1
206934_at	0.204386330535697	1
206935_at	0.0444765543655241	1
206936_x_at	-0.261282433742362	2.84749589687826e-05
206937_at	6.75442741981946e-05	1
206938_at	-0.453266222938169	3.53241143766381e-07
206939_at	-0.215816537481733	0.00210454002394304
206940_s_at	0.210915851569167	1
206941_x_at	-0.0605274552757034	1
206942_s_at	0.785602816609955	2.06609496569342e-06
206943_at	0.232475604971733	0.0243311547136943
206944_at	-0.313019822705244	0.2010298641775
206945_at	-0.0754986671502862	1
206946_at	-0.0911216073178451	1
206947_at	0.0911396515933265	1
206948_at	-0.126177175395025	1
206949_s_at	-0.027364946357701	1
206950_at	0.042281261326405	1
206951_at	-0.110166873844476	1
206952_at	-3.72042575667152	2.20054214942059e-13
206953_s_at	0.273424088824353	1
206954_at	-0.437704635838865	8.4650151621771e-07
206955_at	-1.28937700202248	3.9590540871684e-13
206956_at	0.158908671629066	1
206957_at	-0.596083985095837	6.74901323077476e-05
206958_s_at	0.191145521845618	1
206959_s_at	0.0212777200815673	1
206960_at	-0.0713663795429875	1
206961_s_at	-0.14908811810603	1
206962_x_at	0.0972139719862777	1
206963_s_at	-1.6759830737546	8.75662494440181e-06
206964_at	-1.6955971375984	1.71603484584902e-08
206965_at	0.190848870212055	1
206966_s_at	-0.0447400919836438	1
206967_at	0.0814656827254554	1
206968_s_at	0.177727188097864	1
206969_at	0.0146542075949987	1
206970_at	-0.0739476151588656	1
206971_at	-0.0737177510268787	1
206972_s_at	0.0206881209738317	1
206973_at	-0.262909009839749	5.06469141907634e-05
206974_at	0.720665935466067	6.08251435106839e-06
206975_at	-0.101414049672714	1
206976_s_at	-0.436329468911188	0.134628392707946
206977_at	0.00485528464322504	1
206978_at	1.26330522765396	2.93188702179163e-06
206979_at	-0.184123593108531	0.119849426320696
206980_s_at	0.293922144760824	9.93556634836653e-05
206981_at	-0.169248692804001	1
206982_at	-0.0622444067669412	1
206983_at	0.930021244395395	0.000273542979253957
206984_s_at	-0.0539859600100749	1
206985_at	0.17323372830708	1
206986_at	-0.371963530016925	0.00040956000021288
206987_x_at	0.0471907240970806	1
206988_at	-0.26290365335934	0.000577966278010587
206989_s_at	0.459727899030167	1.66666533436253e-09
206990_at	-0.104785094323386	1
206991_s_at	1.41329509289336	3.78377758855578e-10
206992_s_at	-0.413859533460984	2.3292728584245e-09
206993_at	-0.790489015219946	1.8129096614996e-12
206994_at	0.0561418344713038	1
206995_x_at	0.695427928271928	0.000107431967350061
206996_x_at	-0.183683072578734	1
206997_s_at	-0.0803386323757831	1
206998_x_at	-0.137768441226126	1
206999_at	0.641747366931829	1
207000_s_at	0.308192147522455	0.00341022652440345
207001_x_at	0.731320157942259	0.0015013532686187
207002_s_at	0.661335834601506	0.0190245271768945
207003_at	-0.325146911455747	0.00115940995534462
207004_at	-0.208562632813319	0.228559727435068
207005_s_at	-0.211532246657104	1
207006_s_at	-0.477227778407098	1.81095096704836e-08
207007_at	-1.32386077301218	1.93399830816862e-09
207008_at	0.591351373849218	0.239931888708182
207009_at	-0.100118983538202	1
207010_at	-0.221542929182356	1
207011_s_at	-0.257741881517267	0.0722959264583054
207012_at	0.234772704742408	1
207013_s_at	-0.12044120802307	1
207014_at	-1.66718386420184	2.07621180437219e-14
207015_s_at	-0.572624089654878	1.71053408797544e-10
207016_s_at	-1.65195634025113	1.06593322351762e-08
207017_at	0.061674529543303	1
207018_s_at	0.0530891149402239	1
207019_s_at	-0.211892786320614	0.000816821106721459
207020_at	-0.164843779342533	1
207021_at	-0.109890629002452	1
207022_s_at	0.00156750811572248	1
207023_x_at	-0.0625045149852017	1
207024_at	-0.309975403917796	5.96103313481906e-05
207025_at	-0.179872126107997	1
207026_s_at	-0.195276988662535	0.214021392645838
207027_at	-0.196703878034378	0.21403795480035
207028_at	-0.15398530362259	1
207029_at	-0.222072939890996	0.246324029370765
207030_s_at	0.0409463561338086	1
207031_at	-0.0340676239505306	1
207032_s_at	-0.0897953180031417	1
207033_at	-0.166479791858661	0.26891083048686
207034_s_at	0.142075636517041	1
207035_at	0.109650303925071	1
207036_x_at	-0.0807199140715671	1
207037_at	0.432153033703003	6.98390717153616e-06
207038_at	0.582565590017929	4.39247332642586e-06
207039_at	1.02962563537265	2.07278476453e-11
207040_s_at	-0.163369320560918	1
207041_at	-0.0829288311096619	1
207042_at	-0.081405362602657	1
207043_s_at	-0.030335060616173	1
207044_at	-0.160078984609941	0.515842466881159
207045_at	-0.0546669636808339	1
207046_at	-0.0601851254933727	1
207047_s_at	-3.6816256918053	5.24263756089768e-17
207048_at	-0.141692008785412	1
207049_at	-0.0871856634039196	1
207050_at	0.00690727542485803	1
207051_at	1.49888715030691	0.000610996107002737
207052_at	1.63965124419422	4.61409064263403e-05
207053_at	-0.168272933783328	1
207054_at	-0.0808002084390025	1
207055_at	-0.0674829356447102	1
207056_s_at	-0.177217436766781	1
207057_at	-1.27932264027029	0.000501280304042088
207058_s_at	-0.533798867715937	0.00366847106395083
207059_at	-0.162216194245764	1
207060_at	0.110668135702325	1
207061_at	-0.0226478125224938	1
207062_at	-0.0282438962946725	1
207063_at	-1.38064280295787	0.00216043226718073
207064_s_at	-0.120070799058586	1
207065_at	-0.15206957378502	1
207066_at	-0.00126314664517224	1
207067_s_at	0.0741767826974753	1
207068_at	0.242054457734661	1
207069_s_at	-0.467678808324148	0.0205143193548755
207070_at	-0.274615285425114	0.011910064129953
207071_s_at	-1.25957591866048	6.97499283547041e-12
207072_at	0.596753270069169	7.85699576074092e-08
207073_at	-0.479772705180115	4.75466254460388e-09
207074_s_at	-0.0138954519752912	1
207075_at	0.75510803404134	8.54675386656462e-06
207076_s_at	-2.38894459867481	1.90650543014261e-13
207077_at	-0.18400752186306	0.267532617787793
207078_at	0.481712185061125	0.258924171935402
207079_s_at	0.346016091124818	0.0150442872395745
207080_s_at	-0.0933544299603	1
207081_s_at	-0.109197015348674	1
207082_at	0.0751096487050829	1
207083_s_at	-0.146089092424734	1
207084_at	-0.107891478838665	1
207085_x_at	1.35327327200476	3.80927936615813e-12
207086_x_at	-0.0522801694795394	1
207087_x_at	-0.00358280081040085	1
207088_s_at	-0.494231419351184	1.90929585003238e-07
207089_at	-0.131584511234379	1
207090_x_at	0.181775654847756	1
207091_at	0.936675781254435	2.14466118396821e-11
207092_at	-0.0179890582717239	1
207093_s_at	-0.146350548926088	1
207094_at	-0.0573192043111188	1
207095_at	-1.37929605725421	0.00742734550630827
207096_at	0.302409908260154	1
207097_s_at	0.678807563892215	1
207098_s_at	0.127078437382562	1
207099_s_at	0.0296862066150112	1
207100_s_at	0.184938261343991	1
207101_at	-0.0737069300958031	1
207102_at	0.120559202588788	1
207103_at	0.138632603536569	1
207104_x_at	0.827132047288529	1.05880309220671e-12
207105_s_at	-0.227553732400042	0.094722417537792
207106_s_at	-0.530564972809431	3.76746378302944e-06
207107_at	0.0160417228672611	1
207108_s_at	0.197258974547997	1
207109_at	-0.0930115393454818	1
207110_at	-0.687829683151821	3.09042597081827e-10
207111_at	0.639546519442961	2.9174563197512e-06
207112_s_at	-0.170765925561787	1
207113_s_at	-0.0183865090596274	1
207114_at	-0.112292001994319	1
207115_x_at	0.319186082807465	0.0120001145330946
207116_s_at	-0.0603871812578078	1
207117_at	-0.0348975436913603	1
207118_s_at	-0.0827138391925208	1
207119_at	0.0166665537011244	1
207120_at	-0.293289852734753	1
207121_s_at	-0.122673104385788	1
207122_x_at	-0.0313653989771732	1
207123_s_at	-0.11822158967424	1
207124_s_at	-0.684147762762323	1.21054629240428e-06
207125_at	0.0840227841717649	1
207126_x_at	-1.11088863043405	0.00873062622823493
207127_s_at	0.226354430835157	0.000539006191916534
207128_s_at	-0.044294964583969	1
207129_at	-0.204687576676674	0.395705971838205
207130_at	0.523303890914715	0.49538728080594
207131_x_at	-0.599521664079901	1
207132_x_at	0.254757239438218	0.00403962849656534
207133_x_at	0.316074659255904	0.000500555097668865
207134_x_at	0.894023175462603	0.200318189890695
207135_at	0.0574808408018499	1
207136_at	-0.109659092581474	1
207137_at	-0.33309784102707	0.000422115259896605
207138_at	-0.0580282995456085	1
207139_at	-0.0378731248179145	1
207140_at	-0.0272024759898599	1
207141_s_at	-0.2772243789856	1
207142_at	-0.504252985365172	1
207143_at	0.0934434107569455	1
207144_s_at	-0.171179859928861	1
207145_at	0.107803485501848	1
207146_at	-0.0506399399009885	1
207147_at	0.113710099738841	1
207148_x_at	-0.656242653982664	2.2547423139674e-11
207149_at	-0.125797228660582	1
207150_at	-0.175824986592915	1
207151_at	-0.0772846220613501	1
207152_at	-0.0726510671270129	1
207153_s_at	0.274158361935237	0.0492426032132781
207154_at	-0.20157431332725	0.225766271814675
207155_at	-0.0794473192705158	1
207156_at	0.681546562059189	0.0449046795549351
207157_s_at	-0.200443941818103	1
207158_at	-0.0878739433008962	1
207159_x_at	-0.0887828897371943	1
207160_at	-0.0242965930469352	1
207161_at	-0.0545080605179047	1
207162_s_at	-0.0451623727571739	1
207163_s_at	0.111339790910678	1
207164_s_at	0.0667620752526834	1
207165_at	0.566382428945248	0.129917988394347
207166_at	0.459446437546195	0.997598016102013
207167_at	0.117370299604985	1
207168_s_at	0.285623598864062	0.000138934692005596
207169_x_at	0.0634526270156197	1
207170_s_at	0.0112748785420056	1
207172_s_at	0.380402590419689	1
207173_x_at	0.747990799121877	1
207174_at	-2.91562668794469	2.81699839292148e-15
207175_at	-0.39894084434425	1
207176_s_at	0.0680202918392228	1
207177_at	-0.451771236040205	1
207178_s_at	-0.753928962398514	3.90864693817897e-06
207179_at	-0.170506576621216	1
207180_s_at	0.664873728885052	8.63792891204027e-07
207181_s_at	0.320682437027116	0.00253828222823471
207182_at	-0.0905460880940034	1
207183_at	0.129409457331045	1
207184_at	-0.677062320223909	1
207185_at	-0.231723581582754	1.24180201583367e-05
207186_s_at	0.239884647719101	1
207187_at	-0.235675108078472	0.041100762018213
207188_at	0.0921395267700191	1
207189_s_at	-0.0246925633932742	1
207190_at	0.0788852549617935	1
207191_s_at	-0.415251408394485	1
207192_at	-0.0899118686956148	1
207193_at	-0.0874245183240028	1
207194_s_at	0.066176231460811	1
207195_at	-0.0109954261594973	1
207196_s_at	0.78898841468942	6.77222622909115e-12
207197_at	0.00510620883749935	1
207198_s_at	0.400890918404862	0.00115683046865824
207199_at	-0.222752557460335	1
207200_at	-0.0507121732216396	1
207201_s_at	-0.348490074371007	0.0142034263764176
207202_s_at	0.056894808425537	1
207203_s_at	-0.192033752821893	0.0286175151099223
207204_at	-0.0608741507354176	1
207205_at	-0.019623247866952	1
207206_s_at	-0.204480129543096	0.00849980207448807
207207_at	-0.056853545822118	1
207208_at	-0.0171905022284982	1
207209_at	0.00536913324468369	1
207210_at	-0.115825736429511	1
207211_at	-0.0535489806429048	1
207212_at	-0.471992366063885	9.29379468468698e-08
207213_s_at	-1.49563084910201	1.605683861914e-08
207214_at	-0.193536591586676	0.371701052450809
207215_at	-0.0998670899111005	1
207216_at	0.18325046557484	1
207217_s_at	-0.302056454805274	0.000125988809014167
207218_at	-0.082651316635713	1
207219_at	0.165576575614788	1
207220_at	-0.314903385956415	1
207221_at	-0.0250612280413316	1
207222_at	0.118644594023818	1
207223_s_at	-0.0752718098972922	1
207224_s_at	0.978337122658577	1.57134604964539e-12
207225_at	-0.0125404675890222	1
207226_at	-0.216304291562172	0.0896962131216905
207227_x_at	-0.106298021309421	1
207228_at	-0.292358608547284	7.3914577556123e-06
207229_at	0.135756004543434	1
207230_at	0.112249769131918	1
207231_at	0.424698985627752	1
207232_s_at	0.184789871368456	1
207233_s_at	-0.165292357043992	1
207234_at	-0.0247290410474061	1
207235_s_at	-0.207404049031279	0.00171870893486376
207236_at	0.12653635206979	1
207237_at	0.0810452902093077	1
207238_s_at	1.9225083871448	4.01385609974549e-15
207239_s_at	-0.358799130149314	0.0338561141034868
207240_s_at	0.0734974177862426	1
207241_at	0.935503892117973	0.000530274504475995
207242_s_at	-0.137201119850406	0.0172599486068734
207243_s_at	0.00104422962846762	1
207244_x_at	-0.265491342832918	1.4494160218637e-06
207245_at	0.240306813998081	1
207246_at	-0.0973450108917566	1
207247_s_at	0.0721803597027892	1
207248_at	-0.0754763501789029	1
207249_s_at	-1.08542063123321	5.79153802717014e-07
207250_at	-0.13618128749884	1
207251_at	-0.115906784204424	1
207252_at	-0.0322246833876401	1
207253_s_at	0.0521745978833117	1
207254_at	-0.548113190500164	0.985273113077465
207255_at	-0.0584806777217048	1
207256_at	0.0693432573523922	1
207257_at	0.503568816353756	1
207258_at	-0.0103243080575632	1
207259_at	0.171924354966686	1
207260_at	-0.286621211873362	0.000201709184063003
207261_at	-0.0887825720163224	1
207262_at	-0.0842845887527255	1
207263_x_at	0.346092246236974	0.00023572101923614
207264_at	0.374779405226908	0.00242371954347989
207265_s_at	0.562130721737972	0.0363806211629277
207266_x_at	-0.0174841424557499	1
207267_s_at	-0.139585162311179	0.000333619846404216
207268_x_at	-0.0922742526710483	1
207269_at	-0.0259899090785112	1
207270_x_at	0.381435114136316	3.17687878876907e-06
207271_x_at	-0.172129294470909	0.631824647284659
207272_at	0.0373350657692213	1
207273_at	-0.0797868470989056	1
207274_at	-0.0540040180921917	1
207275_s_at	-0.66866274101033	8.11793272072214e-05
207276_at	-0.0329647495884289	1
207277_at	0.405754449181815	1
207278_s_at	-0.264496139792176	0.00173898536433678
207279_s_at	-0.0772263362385539	1
207280_at	-0.0377176470839489	1
207281_x_at	-0.388036626778432	9.63101837507851e-08
207282_s_at	-0.299111976153326	0.000111078941416476
207283_at	0.21143553409705	1
207284_s_at	-0.12721479797365	1
207285_x_at	-0.0845726992523894	1
207286_at	0.127216556786161	1
207287_at	0.207406432487871	0.0423741048253812
207288_at	-0.00304400606407995	1
207289_at	-0.362123947008471	9.18946933577341e-05
207290_at	-0.000373674763432419	1
207291_at	0.244167589995135	1
207292_s_at	0.255570679557334	0.00870519359207269
207293_s_at	-0.0073787710880624	1
207294_at	-0.13121869393891	1
207295_at	-0.0422824602285905	1
207296_at	0.00886677192021557	1
207298_at	-0.322720579663599	1
207299_s_at	-0.980535932891048	9.4460328306085e-07
207300_s_at	-0.310368423747409	0.00915735009138461
207301_at	-0.0452482609560887	1
207302_at	0.00295881438756895	1
207303_at	-0.214172298292372	0.00846004430862198
207304_at	0.429735348188911	0.000628357154204213
207305_s_at	-0.289227045690989	4.51425806043089e-07
207306_at	-0.27436282825259	1
207307_at	-0.0107879013504317	1
207308_at	-0.087329257572728	1
207309_at	-0.260631092976335	0.000344860974513771
207310_s_at	-0.228026003381684	0.00276279592518335
207311_at	-0.277481850681872	0.000203216972078396
207312_at	-0.152186727720288	1
207313_x_at	0.0496537794382537	1
207314_x_at	0.062358973211059	1
207315_at	0.0708777062692834	1
207316_at	-0.0582630909059478	1
207317_s_at	0.27770202045111	1
207318_s_at	0.185373624693511	1
207319_s_at	0.37468933821127	0.00187710659927697
207320_x_at	-0.254688043867693	0.0968835970942764
207321_s_at	-0.135772866477186	1
207322_at	-0.0754683808317851	1
207323_s_at	-0.217919247883437	0.0850093873196736
207324_s_at	-0.0124184881176319	1
207325_x_at	-0.0718072141431261	1
207326_at	-0.114306157220996	1
207327_at	-0.669652288499378	3.15646827777274e-08
207328_at	-0.22240966580401	6.9525336142768e-05
207329_at	-0.119444197761214	1
207330_at	0.0450970115238816	1
207331_at	0.0267774066518451	1
207332_s_at	0.281172165243213	1
207333_at	-0.0454236314967935	1
207334_s_at	0.170255898286563	1
207335_x_at	-0.290420810475686	0.000845502058262909
207336_at	0.0448525658387129	1
207337_at	-0.13857099868444	1
207338_s_at	0.530724385184056	1.7245743038792e-07
207339_s_at	0.379019566330844	1
207341_at	-0.0542009287431475	1
207342_at	-0.15016811685011	0.00102007274843995
207343_at	-0.00959010578927533	1
207344_at	-0.484902890587772	2.76582101046824e-06
207345_at	-0.136207561332594	1
207346_at	0.180665300907102	0.0191065675571763
207347_at	0.104309031297475	1
207348_s_at	0.058504423398011	1
207349_s_at	-0.0520925229864981	1
207350_s_at	0.312315153441861	0.0657955422772031
207351_s_at	0.601848349890772	1.18759957535377e-06
207352_s_at	-0.0430402830297805	1
207353_s_at	-0.479473766741857	1.3223931219276e-06
207354_at	-0.185102035575388	1
207355_at	-0.160467333622743	1
207356_at	-0.124292932370726	1
207357_s_at	0.11883163674809	1
207358_x_at	-0.0251181034296515	1
207359_at	-0.117094075653094	1
207360_s_at	0.0665910382041872	1
207361_at	0.477954658586171	1.31599866991243e-06
207362_at	-0.103470603097374	1
207363_at	-0.127619540490806	0.0283817538862664
207364_at	-0.0741306871492871	1
207365_x_at	0.243175198126895	1
207366_at	-0.0548943729789935	1
207367_at	-0.535490662462223	5.8838612012794e-08
207368_at	-0.162394496817814	0.112432528204525
207369_at	-0.0830732362856121	1
207370_at	-0.174366442837061	1
207371_at	0.0120636394108451	1
207372_s_at	-0.303951268147801	0.00644997932143894
207373_at	-0.482567224306109	1
207374_at	0.159762516093923	1
207375_s_at	0.949158904445421	5.27736463406592e-15
207376_at	-0.0253595126531962	1
207377_at	-0.163219937500829	1
207378_at	-1.58201137922012	7.15429250752445e-10
207379_at	0.433482959274406	0.377240714846208
207380_x_at	-0.152830272498496	1
207381_at	-0.022135420799811	1
207382_at	-0.177303721591396	1
207383_s_at	-0.177572213479495	1
207384_at	-0.106598617329159	1
207385_at	-0.0894166302185386	1
207386_at	0.0942799888381001	1
207387_s_at	-1.43750422567181	7.75536416319392e-09
207388_s_at	-0.194292563536504	1
207389_at	-0.0189823675452176	1
207390_s_at	-0.0712129989477877	1
207391_s_at	-0.188089631308633	1
207392_x_at	0.0918459260124349	1
207393_at	-0.245921446768064	0.00112305302633448
207394_at	0.279936110247597	1
207395_at	-0.0281659327852375	1
207396_s_at	-0.0518356466287866	1
207397_s_at	-0.0135822933208289	1
207398_at	-0.11634684272392	1
207399_at	0.0182688784079934	1
207400_at	-0.657577443107226	8.19260561477178e-07
207401_at	-0.790836094082517	3.52605187306172e-06
207402_at	-0.364195138778277	7.42244249665581e-07
207403_at	-0.126545413586004	1
207404_s_at	-0.126669397656766	1
207405_s_at	0.0683178188387892	1
207406_at	0.0468247875033061	1
207407_x_at	-2.88813537983872	8.83079363981125e-09
207408_at	-0.327922865571856	9.96705435111968e-06
207409_at	-0.104953865353245	1
207410_s_at	-0.0617854429053217	1
207412_x_at	-0.555198457235641	1.55094341440851e-05
207413_s_at	-0.0242419945504571	1
207414_s_at	2.2820739468294	3.65334352388556e-13
207415_at	-0.934511029123072	2.15832540611333e-09
207416_s_at	-0.14484976141597	0.383743988788125
207417_s_at	-0.0523820676053326	1
207418_s_at	-0.332140597859529	0.454438877212284
207419_s_at	1.44160244593382	2.55487629584935e-14
207420_at	-0.0934953374680538	1
207421_at	-0.144415545662791	1
207422_at	-0.20453264756642	0.000673191742318259
207423_s_at	-0.193477409213628	0.17180049368156
207424_at	-0.149835442925612	0.224461401211583
207425_s_at	0.162793428507097	1
207426_s_at	0.694923125366758	7.49961795960122e-07
207427_at	-0.175730845828751	0.00316633710976724
207428_x_at	0.20996329067041	0.00164373092697563
207429_at	-0.990345191736107	0.0970016645690347
207430_s_at	-0.0314585396331419	1
207431_s_at	1.0142881141214	9.84410717355432e-14
207432_at	-0.169107535319548	1
207433_at	0.345146116023542	0.00337845878360052
207434_s_at	-0.86148926543455	0.000239455525296303
207435_s_at	0.164687124990252	1
207436_x_at	0.368417013965969	1.54903333401327e-05
207437_at	-0.0977655511443012	1
207438_s_at	-0.109434879938631	1
207439_s_at	0.0824068256919039	1
207440_at	-0.0512815372997357	1
207441_at	-0.100461816317894	1
207442_at	-0.082964318724942	1
207443_at	0.224350645100097	1
207444_at	-1.32571947439996	2.9683481343002e-14
207445_s_at	-0.123977480413605	1
207446_at	-0.00116289667090319	1
207447_s_at	-0.098522479805319	0.843194725162174
207448_at	-0.176511177513586	1
207449_s_at	-0.029310018645436	1
207450_s_at	-0.19291068930614	0.107374168184134
207451_at	-0.0894356666349152	1
207452_s_at	0.0411298784612271	1
207453_s_at	-0.252936323492563	1
207454_at	-0.0889249913557211	1
207455_at	0.128340174932212	1
207456_at	-0.254133220854884	1
207457_s_at	-0.101516646193461	1
207458_at	-0.016681870569065	1
207459_x_at	-0.168702334492512	1
207460_at	0.273373578187447	0.00826475986474737
207461_at	-0.0195981972905326	1
207462_at	-0.120829768007715	1
207463_x_at	-0.37854125358345	0.622089678891933
207464_at	0.0959231770295998	1
207465_at	0.022514270152215	1
207466_at	0.0316663898179401	1
207467_x_at	0.558396579729996	3.85042269676701e-10
207468_s_at	-0.188818136847475	0.0659757587783812
207469_s_at	0.227107674119184	1
207470_at	-0.0787323475116777	1
207471_at	-0.0827762113515145	1
207472_at	-0.0893316878602035	1
207473_at	-0.068366393727084	1
207474_at	0.375302903399059	1
207475_at	-0.359926286578083	6.40301394953362e-05
207476_at	-0.187556408258989	1
207477_at	-0.0536246490437713	1
207478_at	-0.0658641645640032	1
207479_at	-0.0480568579732106	1
207480_s_at	-0.428765772228655	1
207481_at	-0.076449245608293	1
207482_at	-0.499493544584522	9.93793231762005e-10
207483_s_at	0.231769394470783	0.000203220102860528
207484_s_at	-0.363071009275084	3.30960224596692e-06
207485_x_at	0.844750451800365	1.18419137694533e-10
207486_x_at	-0.603224775518315	4.15002071724208e-11
207487_at	0.7015137560515	2.38623351693748e-05
207488_at	0.0224903680460278	1
207489_at	0.223252549515371	1
207490_at	-0.185512661567972	1
207491_at	-0.203159497431985	0.00298741652603758
207492_at	0.478878253945766	2.28545023205289e-05
207493_x_at	-0.1295059268859	1
207494_s_at	-0.211802863763645	0.0011865123946959
207495_at	-0.0124212751881947	1
207496_at	0.274664264498376	1
207497_s_at	0.0159918553821345	1
207498_s_at	0.00217378867942752	1
207499_x_at	0.157441102733751	1
207500_at	0.139625450914737	1
207501_s_at	0.00421244632591788	1
207502_at	0.147994659911982	1
207503_at	-0.157862907250166	1
207504_at	-0.228817753789916	0.00649810166366477
207505_at	-0.0932557946162293	1
207506_at	-0.125458645271578	1
207507_s_at	-0.620985592108692	1.2588529046043e-09
207508_at	-0.66635095754366	5.65372799173653e-10
207509_s_at	0.47046544292458	0.631976004671195
207510_at	-0.303994716646001	1
207511_s_at	-0.0748834275405512	1
207513_s_at	0.344767709510993	1
207514_s_at	-0.281704813072027	9.6221156372838e-06
207515_s_at	-0.102882953754142	1
207516_at	-0.0741273566392286	1
207517_at	-0.113706519447122	1
207518_at	-0.0102183927980626	1
207519_at	-0.366015016085072	7.08463451000054e-07
207520_at	0.0968657705426468	1
207521_s_at	0.11644831090721	1
207522_s_at	0.648139963568048	0.00119838484513191
207523_at	-0.0802619100090198	1
207524_at	-0.307070901822253	0.0661825294872229
207525_s_at	-0.450887832428895	7.06434134770562e-07
207526_s_at	-1.32852792411318	1.82824139629887e-05
207527_at	-0.0342549629429243	1
207528_s_at	-0.105534177741066	1
207529_at	-0.0708758389337394	1
207530_s_at	-0.124375869167653	1
207531_at	-0.123784661243869	1
207532_at	-0.178104514951827	0.182958932418539
207533_at	-0.195147379846674	0.0167476757478668
207534_at	-0.0771252681896257	1
207535_s_at	0.556504052212878	7.65508583595372e-05
207536_s_at	1.36451921572164	8.61269315125439e-08
207537_at	-0.155763823671052	1
207538_at	0.000471253625436319	1
207539_s_at	-0.0235269417979134	1
207540_s_at	0.659672496118033	0.000321091415487117
207541_s_at	0.328510027853248	1.68080306660871e-05
207542_s_at	-1.42654552016529	5.90650658926714e-06
207543_s_at	1.23587619586497	1.03141545523344e-15
207544_s_at	-2.11351373047812	1.51256646268894e-11
207545_s_at	0.0530346451123309	1
207546_at	-0.42443154152319	2.5287285193766e-07
207547_s_at	-0.617546171340068	1.86680736898546e-06
207548_at	-0.0170315060523509	1
207549_x_at	-0.0511920771990351	1
